countryname,countrycode,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,gdp2017
Least developed countries: UN classification,LDC,1352.86467510155,1341.41749487967,1319.37813526015,1291.03227104338,1271.17821976595,1308.7704007211,1349.67430204602,1378.60136780982,1398.65316623874,1424.73123540727,1454.63103494375,1496.47412414966,1531.76881767869,1576.31421512432,1642.42160016235,1732.47933159276,1821.5782978411,1924.5454316531,2011.81881518207,2063.6245642828,2146.09074401046,2183.86228213166,2236.84814286757,2316.98507157939,2388.74020298872,2433.28069755201,2470.34305135419,2540.99338557453
Low & middle income,LMY,4215.35172439855,4169.10043680725,4128.51922155217,4159.09803679812,4181.42967005469,4278.13520377546,4424.64202193832,4555.69549169265,4577.08406917836,4690.58504617072,4888.20999779834,5009.37784199419,5182.23638287836,5406.41566998859,5744.18100377959,6067.97258397701,6464.87334206131,6919.57931229926,7208.20005445702,7327.79404891108,7763.63736739417,8114.5983631715,8434.026924508231,8764.3983410991,9072.55896722951,9340.509450022149,9669.58776576212,10043.1599909365
Low income,LIC,1485.92567097478,1456.51735748665,1371.61102625555,1336.94194420898,1316.70401163873,1330.48236028391,1363.42587673115,1375.18245823051,1384.36734551678,1393.85678951449,1394.29728373066,1421.8498018455,1417.32469714433,1425.08887840314,1463.12533630035,1509.37288150719,1543.28063896986,1591.29223245636,1628.25794663955,1669.22157871822,1743.65038752056,1767.69228658206,1788.47410050169,1851.24855545471,1905.77679322856,1911.16775057097,1913.73322809327,1961.62463049383
Lower middle income,LMC,2825.39481206401,2802.69045136647,2829.87218698083,2828.03580684282,2860.22433151284,2951.19051917271,3070.96062011249,3133.3983709522,3109.98532446005,3208.14141511091,3293.22292646191,3379.81336489386,3473.48800538847,3630.71024747228,3822.57509867255,4014.38709648233,4230.90346071159,4459.74720772636,4589.21916684563,4750.43267878816,4997.65725910461,5166.99633064165,5353.1116012678,5569.47723451181,5803.97348606928,6054.04941808688,6321.48552303307,6592.50461021053
Middle East & North Africa,MEA,11801.2922787128,11878.5809179183,12224.2417891389,12261.6670210796,12248.600434839,12243.2656703977,12563.5373209845,12716.4232404596,13091.8356207859,13101.0827690926,13554.0085885241,13487.5702244843,13479.874549565,13910.0624839006,14741.9120273091,15172.7594011353,15716.389089209,16182.3721666809,16543.5671599386,16336.9987672285,16801.5854451949,16964.8509520259,17230.2933519593,17303.4402810037,17449.0174630283,17526.5374325576,18106.496498176,18091.1775676579
Middle East & North Africa (excluding high income),MNA,8036.43540334777,7701.86440941461,7879.70324945912,7923.04468328022,7866.63148341136,7916.68673691992,8216.47608856341,8336.07748697828,8736.439253069249,8960.36869205324,9204.48497197054,9249.66661228088,9395.88761154104,9475.96962442873,10048.4386286959,10321.167002498,10702.4003210495,11150.7541556328,11345.1308605834,11434.5264529112,11815.8106382049,11532.3557315611,11610.59638301,11596.7590333517,11645.385775207,11575.0660928142,12215.0451488684,12370.12469463
Middle East & North Africa (IDA & IBRD countries),TMN,8082.45715666286,7747.35224279262,7927.78739264401,7973.06643229385,7918.05372321996,7969.05726248346,8272.428843458631,8388.62843717571,8784.875518954879,9004.412642543601,9257.899547289489,9308.075615713889,9458.03323019645,9536.66705273733,10113.3992783639,10385.82062381,10775.5054521584,11231.5783078707,11433.7562431575,11518.3767748581,11905.1078404558,11617.0172089738,11691.185629802,11682.3568639232,11734.8034923878,11659.6110690942,12308.3481125645,12470.3108445091
Middle income,MIC,4472.36584339789,4427.28259589807,4392.50055168684,4431.95145977768,4461.60212634734,4569.9837749892,4731.47605272482,4877.87705843716,4904.87471162812,5033.04222585468,5254.74050215754,5391.31318942163,5587.86675328353,5840.87821160631,6217.66559066148,6579.52826303626,7024.68249150695,7534.28941044401,7861.95871330435,8001.98937674836,8491.56680781079,8891.214051547229,9257.953205991271,9633.731857394399,9986.59033324015,10300.6686525086,10685.1937951635,11116.6915399086
North America,NAC,36493.6563015568,35918.0828521467,36608.7377517147,37126.9188200694,38178.7907395686,38765.5068387229,39705.8417925611,40990.4057346169,42312.1989437945,43818.7445866557,45155.9987824139,45176.3485442468,45604.6136633352,46439.5393955667,47723.4103011413,48858.559905271,49686.9092246771,50102.5952716662,49532.2412786151,47717.1683810748,48611.1226601187,49058.4376507933,49751.9365281838,50321.2161768243,51177.1069759538,52179.0172962506,52583.074035037,53410.677418326
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,26949.4304275292,27069.4719877825,27415.8622635932,27554.1653530095,28190.3776197493,28715.0445278869,29424.301686816,30279.5687797722,30939.2146055847,31736.0528082225,32818.4289930486,33017.9962631964,33336.8985709465,33787.6093118475,34669.0550799195,35404.7198112761,36244.910234857,36917.6766137573,36735.2476959907,35195.5506098045,36048.8279338897,36593.7713480001,36861.8723984907,37200.9442480823,37760.3018672763,38486.7292737542,38955.6394328502,39691.7845804518
Other small states,OSS,,,,,,,,,,,13793.3312358842,14142.2242930354,14539.6364258556,14894.3583060009,16031.2774373235,16644.2028243664,18131.8233640515,19438.4105301347,20418.7706250161,20351.5097331299,21568.423133117,22740.7180527951,23089.511863772,23286.6103163073,23424.2584039884,23538.901506836,23550.2294437906,23523.9793250221
Pacific island small states,PSS,4109.04595230826,4020.72671626188,4168.57123001546,4209.96083372784,4337.36078257263,4424.2218624077,4511.99882176761,4383.36013131935,4406.20428490195,4604.63119579045,4503.37571912109,4518.60209090209,4575.69522944931,4613.14021806529,4758.62521482828,4795.26411643051,4844.07926936514,4822.59323960561,4841.29142810617,4703.02693765333,4777.53439233092,4904.72821944781,4925.61256257252,5015.16577483256,5165.95813979336,5276.18097760249,5308.04588158881,5420.39429137329
Post-demographic dividend,PST,28477.5216264291,28606.5405755047,28914.9118988438,28990.287785968,29639.7429211948,30260.9740486592,30953.6542369249,31826.3672675411,32510.7584580972,33467.2353847469,34644.0559597458,35028.2224901271,35438.8308309121,35988.0062244564,36962.9406332705,37775.6704499477,38687.3868399389,39458.7131683859,39312.8696780335,37707.1768062953,38644.125110488,39175.2671892942,39442.7459303643,39793.0600918336,40362.9656805785,41023.5169808885,41537.8492797645,42315.2835401295
Pre-demographic dividend,PRE,2515.65696670031,2146.02974999122,2157.32229363359,2113.65223800647,2058.61678904863,2060.77973144695,2124.9733672407,2200.74372465615,2327.46616592331,2386.67216355623,2389.47211206761,2433.12868821098,2487.8451805976,2381.0884809625,2630.83601135386,2724.11974407347,2838.62990565727,2932.04069555253,3041.48930341222,3105.16079124283,3208.646053176,3271.45652817244,3359.98789352055,3464.21614427498,3520.71401420709,3530.30942227151,3541.98853233956,3500.21241070992
Small states,SST,,,,,,,,,,,12652.4496810728,12947.7383420292,13325.9992126359,13746.3916963933,14684.0221637306,15227.8116299464,16515.4070516459,17568.1171000535,18338.1127058525,18180.1873627325,19136.5971162128,20056.1674532431,20362.4417258844,20552.9320581591,20693.1646140459,20825.0497664614,20786.173387992,20783.6529277582
South Asia,SAS,1968.5116032567,1963.7078663445,2032.85633419689,2076.433374958,2156.15938153772,2258.98569843337,2365.73625891153,2406.1894485604,2491.31842524559,2633.56563856405,2690.28864744922,2754.92693418425,2806.41149108164,2956.88555816765,3127.03419014908,3313.86835852062,3512.55117284155,3710.18677557996,3771.59861087552,3978.75305155773,4218.85030300504,4371.42999588191,4546.923272861,4757.94740460009,5022.0808739778,5326.39108274485,5663.0370576243,5980.33951178909
South Asia (IDA & IBRD),TSA,1968.5116032567,1963.7078663445,2032.85633419689,2076.433374958,2156.15938153772,2258.98569843337,2365.73625891153,2406.1894485604,2491.31842524559,2633.56563856405,2690.28864744922,2754.92693418425,2806.41149108164,2956.88555816765,3127.03419014908,3313.86835852062,3512.55117284155,3710.18677557996,3771.59861087552,3978.75305155773,4218.85030300504,4371.42999588191,4546.923272861,4757.94740460009,5022.0808739778,5326.39108274485,5663.0370576243,5980.33951178909
Sub-Saharan Africa,SSF,2620.0259560771,2560.65949007895,2486.99668615416,2402.44949750034,2361.55714370636,2375.30817313887,2433.63900352327,2456.07754330738,2452.21856509892,2441.97510554809,2461.40515667249,2504.55707720183,2596.39282393603,2639.4804917404,2741.68467552877,2836.49410656711,2933.08889764182,3045.45706447967,3127.60009619025,3149.78595538587,3244.41647161604,3314.37498379262,3353.98585301524,3439.54435632579,3512.82310203426,3527.31124560871,3483.07142643051,3488.44339562433
Sub-Saharan Africa (excluding high income),SSA,2618.4557633827,2559.07654051679,2485.31231860591,2400.68351765763,2359.85815767232,2373.67776145167,2431.97080982154,2454.22700471889,2450.24358358184,2440.01467512986,2459.46793647124,2502.72660125201,2594.60599221261,2637.86436373895,2740.1766638508,2834.87824714938,2931.35593711844,3043.57516709569,3125.83232758685,3148.09303714716,3242.67099676737,3312.50988861337,3352.15139030702,3437.64706491371,3510.89116443248,3525.33065272827,3481.04210529666,3486.35040159595
Sub-Saharan Africa (IDA & IBRD countries),TSS,2620.0259560771,2560.65949007895,2486.99668615416,2402.44949750035,2361.55714370636,2375.30817313887,2433.63900352327,2456.07754330738,2452.21856509892,2441.97510554809,2461.40515667249,2504.55707720183,2596.39282393603,2639.4804917404,2741.68467552877,2836.49410656711,2933.08889764182,3045.45706447967,3127.60009619025,3149.78595538587,3244.41647161604,3314.37498379262,3353.98585301524,3439.54435632579,3512.82310203426,3527.31124560871,3483.07142643051,3488.44339562432
Upper middle income,UMC,6007.12883816432,5952.00328054372,5870.23291846327,5961.38705766105,6000.32197166911,6136.94345015262,6350.81926924364,6592.1936358762,6682.44517407673,6854.22526854395,7228.81105957428,7433.43706126835,7754.05213490693,8125.65023033645,8715.972364244481,9278.64365640548,9989.920872133671,10825.8899551882,11395.192531648,11539.7092577687,12323.6236616758,13007.5278834098,13605.5923864712,14190.9890278173,14708.6990767572,15126.1758129849,15675.6651882587,16324.0644049111
World,WLD,8967.054303425381,8945.66806730218,8964.93387045996,8991.71621599948,9118.986924639759,9280.186097537289,9500.30399383433,9738.209938762489,9844.16233972087,10055.3762576688,10394.3176579978,10504.0763638099,10662.6876085532,10927.0006280987,11359.6990409426,11746.4195555996,12213.070480006,12702.1725453743,12899.870750384,12692.9792800434,13197.0472645473,13567.085331099,13851.5545012118,14155.4403688273,14479.3404474357,14795.1382915967,15115.4806028569,15508.3005139512
Afghanistan,AFG,,,,,,,,,,,,,1044.95037329247,1083.74946866978,1051.03952784136,1124.68430584202,1147.29191117518,1270.43027144848,1287.53436467813,1523.30234090274,1693.7701994264,1649.15037334293,1799.5853505663,1838.4067012056,1829.32700472961,1802.04951972054,1793.88647411753,1796.39253055946
Albania,ALB,4558.34859496933,3228.98501858508,3014.72511434721,3324.36108315863,3622.45246547478,4129.66913704148,4533.55823080211,4063.83077723446,4450.58816606825,5056.19128612896,5442.17233529523,5948.89590068578,6237.65302408527,6607.27009331313,7000.52702165549,7425.56237742807,7913.440175471,8450.28358014818,9154.028830810221,9524.659119202021,9927.18654002861,10207.7535191277,10369.8153430126,10492.7197541896,10700.5731895513,10970.0247931422,11355.6615964774,11802.0626134602
Algeria,DZA,10236.840658348,9869.48837022995,9815.463822670979,9400.054424415461,9126.2716238864,9295.42011356466,9509.687656957271,9461.35511679608,9796.739935561831,9968.96771197831,10211.0018566908,10382.1868362393,10826.4876450259,11459.8935602271,11797.1848486236,12322.4842607049,12348.4812120361,12570.6547026998,12660.4032440006,12647.5403044562,12870.6026985154,12990.345016498,13161.9616734309,13253.6154761387,13483.3378622219,13724.723852895,13921.1800218255,13900.1581055712
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,4634.8568409843,4538.36667449539,4136.68416818956,3042.42205483834,2985.70241938512,3330.64172405736,3675.30391559619,3836.38835068831,3908.76682427665,3882.48999399101,3881.55659984783,3915.64808300766,4301.47110158349,4276.58291787299,4578.40160952656,5081.48882792465,5469.70487424132,6017.64154685231,6455.397306393,6282.69374768515,6356.93499087317,6346.94437233055,6648.20505728375,6735.46102134681,6818.44601606049,6650.8382526537,6264.68008157535,6051.57936786843
Antigua and Barbuda,ATG,16381.0183664456,16585.6712434924,16503.1721291013,16999.1769692642,17683.7514734595,16476.3335330353,17097.9759434522,17543.7318737034,17887.8079959782,18102.2035106199,18908.4942416462,17660.5219741295,17591.3402445254,18437.5083024513,19282.2298482623,20289.7106980551,22606.8409189693,24408.1815620194,24111.3771859085,20942.301047304,19212.7199039299,18605.3165854008,19047.2002623266,18823.7682404467,19491.1943472588,20063.2042293396,20966.4657353875,21380.1574008495
Argentina,ARG,11334.2226112136,12196.4179184174,12984.0681681207,13861.946177794,14481.1082032399,13893.5226589826,14485.5076845653,15479.3791285386,15894.5580528952,15186.130197286,14899.8700458711,14085.5751760246,12412.6059887095,13361.4000434323,14410.1505153775,15518.6785097698,16592.264892395,17900.7063421587,18436.8624668727,17168.3789365496,18712.0630773436,19629.3518451916,19224.8743997107,19482.190295091,18797.5479465897,19116.9079145132,18584.580004917,18932.166465082
Armenia,ARM,3742.43737068264,3335.60189918844,1976.52923651447,1845.31970707182,1992.01948539874,2173.36283006067,2336.51656159442,2441.18183351899,2639.94931837895,2744.43020482128,2924.74737971681,3224.14127527108,3669.44339048777,4206.97511756609,4673.9847258369,5356.61442371329,6110.22619140708,7010.62705596387,7558.36164780203,6532.96423059787,6702.84800627942,7022.10394338388,7511.13248214739,7727.92909142749,7971.11792740877,8195.93364917799,8190.23928865463,8787.579939576541
Aruba,ABW,37140.0246568536,38562.9606176892,38669.3749013174,39051.995974397,39944.1114331306,39113.471647732,38209.1954261706,39824.2909203858,39767.7893949071,39478.4943294997,41621.2326674911,39495.5577972876,37360.4757716201,37303.3326851659,39553.3740743505,39515.814603003,39613.7624706742,40172.3171996609,40083.2096753624,35831.2043050353,34437.4941743467,35490.1839843782,34825.2040429579,36072.7314209311,36165.6147789135,35814.2614376623,35574.6178326658,35896.5779516164
Australia,AUS,28658.3658903333,28185.7529003265,27969.0661165142,28815.4629795064,29646.4192650494,30412.0780548637,31179.3078735732,32055.3850594342,33174.9076526314,34443.8661779261,35377.729551754,35578.642071091,36553.9646143988,37183.6845735971,38225.6937136627,38928.0407567854,39445.1329184684,40680.1896301231,41331.5279733539,41266.8663842235,41464.0400696359,41894.1730524786,42771.4012461531,43151.218709266,43599.9757012352,43987.4187729045,44530.0859401037,44643.3978424962
Austria,AUT,31341.9023811581,32098.4915397552,32411.8024585346,32314.9708748054,32964.1016119637,33791.8014680143,34539.0855902146,35222.2593769414,36443.7092612023,37666.411617272,38844.404713666,39186.3370023663,39638.0268737228,39816.7741226218,40652.8107017009,41282.8799941074,42498.0073262324,43939.4252883758,44441.7885303671,42656.8541604126,43336.1978527647,44452.7327457999,44551.6175741173,44301.104028751,44246.8932651257,44253.7542473183,44670.654569154,45493.0453463098
Azerbaijan,AZE,8513.31069277994,8323.499344685109,6345.5169997564,4806.13270233044,3807.50790708691,3319.76734895474,3329.13480415802,3488.41002547603,3801.00252072188,4046.6074672842,4458.99842303434,4862.6190309313,5338.07631838764,5891.13710833521,6435.44812947118,8051.67483806248,10711.1822716451,13243.2128559113,14364.9942336723,15393.8932908055,15950.2574578784,15754.1523626148,15888.2179950886,16593.1887600482,16715.1055213058,16698.8636532538,16001.3233967209,15860.9214188027
"Bahamas, The",BHS,30991.9683431978,29152.3356552967,27508.4452673376,27081.1751657808,27455.0333965892,28221.9670015881,29036.6559484835,29307.0620060227,30362.3919721612,32142.3417743132,32990.761453869,33271.1832246061,33505.4131693687,32391.3137942861,31990.3498675828,32401.1397170847,32565.7070339875,32409.6870428625,31080.1580119056,29263.8032456101,29221.9911816149,28941.0282297787,29395.6197182314,28871.3582593754,28456.8165292476,28407.1258158807,27613.5179396955,27717.8472975209
Bahrain,BHR,35113.3329386605,37996.6430763657,39506.1787854484,43499.0891903771,42334.375610445,42896.7142454249,43504.5115981395,43624.1594258385,44315.4592535893,44562.3398016227,44942.3690225206,43887.0711920261,43147.4963779058,43187.4991847906,43355.3056525645,43201.8066853191,42673.0806319225,42755.4262028945,42218.1484889764,40717.1804076523,40570.5356928307,40164.5827403304,40960.3331839838,42680.2013445965,43837.3440580026,43926.474036316,43750.7904659573,43363.6858020476
Bangladesh,BGD,1287.93366418737,1301.69965941864,1341.76334138033,1374.41890576168,1397.31861864065,1437.6397305204,1470.90745239521,1504.87169006458,1550.31803503193,1590.25166657181,1641.95876843278,1692.82911877697,1725.63200463028,1775.97815407773,1838.76198025346,1929.93874339681,2031.27199227915,2148.47399345425,2252.16873338547,2339.86576916766,2442.72888765696,2570.85014525476,2706.58674530986,2835.76700221954,2973.04102109378,3132.56754015214,3319.35355606232,3523.98385062592
Barbados,BRB,14153.3881967077,13552.6552604877,12562.3335865951,12672.0840786892,13105.5609962718,13323.0833500335,13800.3141706205,14400.1593665707,14882.7603609721,14877.2907877633,15486.5170615087,15071.5411541759,15147.958961114,15430.9797754855,15600.3481798469,16166.1510821623,17018.5712309159,17249.1505473935,17197.6016901702,16446.0946115253,16424.9280997216,16472.0832008577,16460.6714588784,16408.3175094623,16360.5546106727,16460.1541131793,16744.6423558335,16869.2934448586
Belarus,BLR,8366.632185406541,8262.178506533821,7452.9248685908,6871.03319202127,6074.24098010329,5460.13840220898,5631.80627083602,6300.4979870598,6862.29738560981,7125.52296076956,7574.40500647537,7973.11351649532,8428.863242756181,9085.886223342921,10195.510812677,11230.3314370801,12429.2352005782,13560.2284842627,14995.0776401664,15058.6044544366,16260.5926799472,17166.6956434719,17472.3249308517,17644.8544069875,17933.3427177555,17219.1206477761,16763.0361063249,17174.931648744
Belgium,BEL,30647.8202758827,31093.8599849016,31441.9761855962,31018.1385072485,31920.5550147701,32613.4066957232,33068.3942216076,34212.4870886931,34813.8609350099,35971.8491569817,37188.6423923201,37361.7171309386,37856.8633889877,37990.7119798501,39201.5257851343,39802.9708801881,40532.2716204845,41623.4402840702,41619.3386255878,40355.5717060413,41085.9175030485,41284.1510136804,41125.241157877,41013.9921057712,41344.6362757704,41811.4139718815,42219.552337009,42742.0176258043
Belize,BLZ,5115.84347903983,5595.69382600049,6167.53163803386,6445.16469840676,6325.47918456372,6203.53946964287,6094.46065813126,6084.67325025376,6074.40804419953,6366.01478597712,6953.70092605265,7082.83772099383,7240.39855894895,7712.12743567954,7867.16936636951,7865.21418245878,8014.23197723836,7894.8393327469,7943.24346227305,7798.75909868445,7870.11739750897,7855.0824434194,7905.52195804817,7799.59939805377,7914.81989870934,8013.42171231653,7799.87768728321,7748.81658836051
Benin,BEN,1462.67742107927,1473.86252559355,1465.57057864765,1497.74263989156,1476.5393429105,1515.06774041106,1531.64280725026,1571.16906095909,1585.78506587644,1621.90086797704,1666.46746353098,1703.01513026645,1728.69687889668,1734.69529970284,1757.90297863214,1735.97415014991,1752.95773973829,1805.62256823782,1841.18844650837,1831.88182729151,1818.77846075906,1820.89469315629,1855.95311837934,1934.64910749687,2001.0772890116,1987.14191963108,2009.61832073663,2069.19492266158
Bermuda,BMU,40553.2585214927,39322.1091825364,39584.3298590314,40557.2201557525,40518.4078179105,41999.2594636705,42816.9632444088,44514.1094159639,45911.6864997413,47199.8414462497,51140.236844667,54245.1496398132,53096.9254922092,54549.8011627024,55452.6388804958,56017.19161965,58784.5932914465,60117.4599095649,60675.9820859495,57151.9191321066,56395.0078003539,54984.5103947777,52137.3003731125,50669.3147696996,,,,
Bhutan,BTN,2325.24188426706,2315.74053813835,2448.53037239605,2537.30384522117,2697.03838953366,2896.949918925,3032.22813949343,3137.937414193,3241.36525402581,3403.55184513624,3538.77361646938,3723.98155129683,4009.25195557952,4198.5874279696,4329.15984613234,4521.98567794256,4719.66536448846,5446.36248611985,5592.16284779378,5851.67801870576,6419.67559908811,6805.87845575689,7032.74666006521,7070.79246817221,7366.42412644897,7746.76052928639,8259.342231262361,8536.33102736862
Bolivia,BOL,3707.24493024301,3826.43254919418,3813.52647052397,3898.64634391863,4000.83235384513,4106.16896154224,4201.55800924018,4323.76161478576,4453.29475747229,4386.79244425246,4412.25556637269,4403.71695188211,4431.30608787595,4470.30911054358,4575.17286838242,4694.91660601699,4836.43252875394,4972.49627024362,5191.13190436962,5278.03826758065,5407.47022023569,5598.50844451487,5792.93305144957,6090.69557009272,6324.82725807651,6531.51939817124,6707.95618414272,6885.82857742035
Bosnia and Herzegovina,BIH,,,,,1471.35496089283,1825.99865066459,3508.16957604672,4749.7272258012,5493.5334310538,6007.08530619216,6324.70822996838,6594.97991766655,6936.19510986824,7207.07681405593,7642.58071636241,8311.479852256851,8766.51535304905,9293.29130938985,9824.68928972809,9573.015701359929,9720.009538141059,9901.58996483448,9929.6877597741,10284.764864605,10516.7656837171,10932.4459019605,11337.5553695187,11731.4805923138
Botswana,BWA,7939.28694504176,8297.689953521431,8310.371824652801,8249.409093818969,8337.129566361609,8715.85174998316,9022.900391203089,9573.746638070041,9431.97512845746,10159.7924738407,10191.0070363121,10061.7173810152,10522.4110500525,10860.3756397827,11001.8568104272,11338.780485461,12102.0359763814,12897.1456112619,13477.7870686257,12235.6341099661,13052.8090166745,13596.1670881865,13943.8946892784,15239.738221989,15578.8251153063,15032.6983293659,15395.2758379765,15473.9226231674
Brazil,BRA,10317.4982375246,10292.6291459549,10073.0578221244,10370.6532171564,10747.9252944794,11043.4336657463,11108.1260481954,11304.8158148258,11168.0312256927,11052.1672005025,11370.7194097992,11369.0071150775,11560.0481337292,11542.569347187,12058.3215829512,12299.3795007028,12644.9494418332,13271.057487942,13806.0064972538,13653.0139756583,14539.0848599358,14973.0984736747,15118.1422584296,15430.2657670335,15370.9929451961,14700.0757087758,14098.4363957316,14137.0846704499
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,84672.3914994667,84879.7921309364,86423.28356389909,84290.36663779309,84607.17457273111,86116.01772895581,86411.9644582628,83138.2235244123,80813.3369073958,81476.1517217496,82049.5808598868,82596.77621830199,84125.4405877487,84970.73553118399,83942.2194070735,82967.1127639163,85424.5583581664,84503.53875515499,81905.6581289731,79512.7550128728,80552.86447131381,82434.8830910215,81993.9320766154,79070.2459316149,76089.2865740815,74600.16429719819,71788.7832343468,71809.250580867
Bulgaria,BGR,9296.94505498601,8596.50680975415,8057.39718976538,8001.70337004488,8174.88893904127,8446.242030723661,8549.74112930788,8508.290711860989,9109.06296843949,8390.067864119579,8833.43977161349,9350.77885978475,10123.3627330715,10730.0035137381,11507.0455512993,12419.9191988778,13374.9073773038,14463.1721354461,15442.1398644812,14984.5948559347,15283.2797191136,15676.1384768142,15772.084454076,15938.9388427047,16324.3428333823,16999.1119766229,17792.6839803308,18606.2200267256
Burkina Faso,BFA,844.342167576777,896.5984778205629,874.806444566451,880.89149248784,868.4635323063929,893.240680831447,964.5869206022739,997.364751381498,1040.667437642,1086.61619839277,1075.39533703334,1114.20225286606,1129.74053824911,1183.09487974235,1200.41706167989,1266.36153727954,1305.92487685024,1338.83837475586,1393.69699328809,1392.20019360498,1423.37770598198,1472.71648241138,1521.45429478715,1562.30470766267,1582.33369667322,1596.33458051647,1642.47018941385,1696.22547690272
Burundi,BDI,1031.86297921739,1058.66780481738,1046.86464882016,962.788572653661,910.111470741658,825.316792501322,749.355360135347,728.876082617228,754.333406858349,735.703733968227,715.523769669117,712.954886001267,724.1401955155141,693.516794470563,703.824430014221,687.118761192712,700.53229991197,700.5953001379,710.261724527628,713.302714941611,726.084239238999,732.262990100057,742.157994873418,755.952954079889,764.780217762144,712.796926609705,686.6501774738121,668.4789842707989
Cabo Verde,CPV,1656.90750326105,1641.51685078283,1774.6271706324,1877.28557933156,2177.55063286709,2423.28884251226,2632.97945091646,2858.33347095896,3145.61974658276,3425.0879254688,3835.23860571342,3844.50836427626,3971.28824924707,4064.84364942079,4407.34003125796,4643.45538406626,4949.22589963308,5633.93311014845,5944.03882515291,5806.64623179574,5828.24158804338,5991.77849034175,5986.93905418941,5963.90797720204,5928.19902479817,5915.1226321764,6117.17669954766,6283.16284557894
Cambodia,KHM,,,,1638.01699801122,1031.91375481232,1098.10833995763,1128.26848383328,1140.68705343852,1163.0107704605,1279.24102566541,1384.956023557,1458.07818030064,1525.43801275412,1627.06586575225,1766.41779791937,1969.29117771877,2148.33268830403,2332.72684570598,2452.2781590927,2417.87628133189,2522.92682475402,2658.70924674351,2807.00705507884,2964.19717041472,3124.31929344274,3290.95245385442,3462.20962062717,3651.72449065776
Cameroon,CMR,3020.49191137826,2822.21919198485,2657.9921440285,2380.03788878214,2365.55239479005,2383.74857308258,2424.40269475401,2487.66354577167,2535.5584131079,2578.98146028484,2603.77159248619,2648.54670534783,2689.89173735827,2739.68510375741,2848.65422813997,2829.190690079,2848.72465800691,2907.82660691982,2927.84464777934,2911.29666861693,2929.82911281962,2969.0475747898,3021.20596968087,3100.17130995318,3196.36152634263,3289.06454559229,3353.1630460525,3383.46080641795
Canada,CAN,31299.6545691346,30220.3607817756,30115.2812355584,30578.4456206007,31646.8102566853,32226.226936923,32394.5778686681,33425.815129343,34424.0520624146,35903.1545325561,37431.9169780243,37712.1282353891,38500.3170770124,38805.6711138179,39604.3548611707,40471.2605251176,41203.3504026759,41647.3878092126,41611.2508139689,39924.1959013064,40699.3551293841,41565.2712210369,41794.5389176845,42339.3788754169,43079.1425247165,43149.4758370305,43238.2596047198,44017.5909063335
Cayman Islands,CYM,,,,,,,,,65182.1317551035,63897.0246337543,61627.0991960729,59665.3240717474,58750.9287744016,58246.4376583679,57191.3938102753,59251.5108111824,60231.6483532155,60384.0824996647,58527.813894525,52959.6613208321,50381.6700806866,50004.9018692724,49789.1251930836,49693.5148052686,50322.0953655304,51065.1527217268,52172.8351532616,52993.3968323477
Central African Republic,CAF,925.053852892466,897.103140655484,817.458596882107,798.177193615628,815.136573528212,851.648071055847,797.817986401673,820.638592453284,840.084192681412,851.596498883396,813.041557881329,832.227924509053,845.684656536523,785.159427049017,817.170645908843,810.034948203771,833.766389485543,857.079296510317,860.677828463934,863.692983023803,881.1445507916631,904.610485797435,938.823779456324,593.055954517662,597.135168986395,621.5698429169699,642.873494030895,661.239967689311
Chad,TCD,1110.43797952483,1167.35017123585,1221.23750025815,996.955548386955,1062.90820805483,1040.91613658048,1028.6423080009,1050.22930604438,1084.72943431809,1039.46558007659,993.182982156452,1067.94775846556,1115.03749703809,1231.11510069665,1584.67315022753,1793.4069355977,1743.61785104156,1741.48705571567,1736.9191731815,1752.11993132482,1925.19511802507,1863.84560539765,1962.87772988916,2007.07731906164,2076.65000798778,2067.10132178618,1878.37848258326,1768.15341090621
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,8991.84647717044,9538.654631385551,10437.9848863787,10956.1145552922,11336.7842689097,12172.2585583541,12819.8977019941,13587.5067817272,13991.4230511506,13758.9144334018,14315.4260570701,14613.8038698458,14895.5401923208,15332.2970279137,16258.3889455787,17007.5798219092,17890.5997209251,18572.5683881681,19031.6164297818,18547.4615343093,19442.0503154635,20437.704525923,21330.2399109073,21998.3071454324,22195.2743713617,22516.6078575125,22614.3936667162,22767.0371912423
China,CHN,1526.40869902494,1645.66636638566,1856.72218055136,2090.03840956191,2336.27772051927,2564.07131651646,2789.25280006157,3015.69963078252,3221.00262081845,3438.07468502092,3700.74364786842,3980.36449828146,4314.79134256322,4718.32634605353,5164.64109457187,5719.45536599539,6411.0425444815,7285.27441480908,7947.78795240087,8651.725901280341,9525.81848339164,10384.3665989406,11145.7515754935,11951.2479591608,12758.647789259,13569.8915267324,14400.8850630561,15308.712122905
